PolicyNum,Year,Premium,Deduct,BCcov,Freq,Fire5,NoClaimCredit,EntityType,AlarmCredit,BCClaim
138099,2007,32043,5000.0,50067709.0,0,0,0,5,1,0.0
138099,2008,32195,5000.0,52777812.0,1,0,1,5,1,98610.0
138099,2009,34349,5000.0,56311463.0,0,0,0,5,4,0.0
138099,2010,28259,5000.0,54344906.0,0,0,0,5,4,0.0
138100,2006,15115,5000.0,19888018.0,0,0,0,5,3,0.0
138100,2007,13568,5000.0,21199468.0,0,0,0,5,3,0.0
138100,2008,13628,5000.0,22340721.0,0,0,1,5,3,0.0
138100,2009,13791,5000.0,23778297.0,0,0,1,5,3,0.0
138100,2010,11492,5000.0,22983431.0,0,0,1,5,3,0.0
138102,2006,22522,5000.0,43312747.0,0,1,0,5,2,0.0
138102,2007,23650,5000.0,45480579.0,0,1,0,5,2,0.0
138102,2008,24953,5000.0,47986474.0,0,1,1,5,2,0.0
138102,2009,23211,5000.0,51579445.0,0,1,1,5,2,0.0
138102,2010,26099,5000.0,55530814.0,0,1,1,5,4,0.0
138103,2006,2759,2500.0,4310801.0,0,0,0,5,3,0.0
138103,2007,2953,2500.0,4542057.0,0,0,0,5,3,0.0
138103,2008,3001,2500.0,4762961.0,0,0,1,5,3,0.0
138103,2009,2762,2500.0,5114044.0,0,0,1,5,3,0.0
138103,2010,3675,2500.0,6562515.0,0,0,1,5,3,0.0
138104,2006,77726,2500.0,119577095.0,1,1,0,5,1,20515.64
138104,2007,54051,2500.0,128691034.0,0,1,0,5,1,0.0
138104,2008,75921,2500.0,135574992.0,0,1,0,5,1,0.0
138104,2009,79660,2500.0,142250977.0,0,1,1,5,1,0.0
138104,2010,71715,2500.0,152586326.0,0,1,1,5,4,0.0
138105,2006,5952,500.0,12937633.0,1,1,0,5,4,1742.29
138105,2007,6471,500.0,13766719.0,1,1,0,5,4,5158.54
138105,2008,6789,500.0,14444334.0,0,1,0,5,4,0.0
138105,2009,6668,500.0,15508661.0,0,1,0,5,4,0.0
138105,2010,6474,500.0,15055296.0,0,1,1,5,4,0.0
138108,2006,34930,2500.0,74318424.0,0,1,0,5,4,0.0
138108,2007,30450,5000.0,78076286.0,0,1,0,5,4,0.0
138108,2008,32148,5000.0,82431357.0,0,1,1,5,4,0.0
138108,2009,29855,5000.0,87811428.0,2,1,1,5,4,17643.6
138108,2010,27934,5000.0,84647756.0,0,1,0,5,4,0.0
138109,2006,124072,25000.0,477196420.0,208,1,0,5,4,157235.04
138109,2007,120516,25000.0,502153332.0,212,1,0,5,4,172311.65
138109,2008,128232,25000.0,534303596.0,223,1,0,5,4,139815.39
138109,2009,122910,25000.0,585290735.0,263,1,0,5,4,236076.43
138109,2010,124504,25000.0,565930843.0,239,1,0,5,4,223784.65
138110,2006,17370,2500.0,37761688.0,0,1,0,5,2,0.0
138110,2007,18232,2500.0,39636099.0,0,1,0,5,2,0.0
138110,2008,19215,2500.0,41770956.0,0,1,1,5,2,0.0
138114,2006,45512,1000.0,84281372.0,0,1,0,5,4,0.0
138114,2007,45280,1000.0,88785271.0,2,1,0,5,4,2317.0
138114,2008,45812,1000.0,93491716.0,1,1,0,5,4,12141.34
138114,2009,41700,1000.0,99286761.0,0,1,0,5,4,0.0
138114,2010,39085,1000.0,95329970.0,1,1,0,5,4,12180.23
138115,2006,26319,1000.0,52638074.0,0,1,0,5,4,0.0
138115,2007,27650,1000.0,55300025.0,2,1,0,5,4,44148.91
138115,2008,28747,1000.0,58666577.0,0,1,0,5,4,0.0
138115,2009,26102,1000.0,62145992.0,0,1,0,5,4,0.0
138115,2010,23112,2500.0,60820381.0,1,1,1,5,4,35800.0
138116,2006,15142,500.0,21629570.0,0,0,0,5,1,0.0
138116,2007,14193,500.0,22892260.0,1,0,0,5,1,7640.07
138116,2008,15201,500.0,24129890.0,3,0,0,5,1,126060.23
138116,2009,16152,500.0,25637890.0,3,0,0,5,1,9488.34
138116,2010,13841,500.0,24716593.0,2,0,0,5,1,31493.71
138117,2006,39565,1000.0,68214432.0,4,1,0,5,4,15599.33
138117,2007,42234,1000.0,71582911.0,2,1,0,5,4,29839.48
138117,2008,43431,1000.0,76193528.0,3,1,0,5,4,131013.99
138117,2009,39315,1000.0,81907625.0,1,1,0,5,4,33050.0
138117,2010,34818,2500.0,79130090.0,2,1,0,5,4,54686.8
138118,2006,3923,500.0,4219203.0,0,1,0,5,1,0.0
138118,2007,3987,500.0,4429883.0,0,1,0,5,3,0.0
138118,2008,4108,500.0,4668982.0,0,1,1,5,3,0.0
138118,2009,4040,500.0,4987935.0,0,1,1,5,3,0.0
138118,2010,3902,500.0,4817441.0,1,1,1,5,3,1204.94
138120,2006,22043,500.0,31946223.0,0,0,0,5,1,0.0
138120,2007,20600,500.0,34333614.0,0,0,0,5,1,0.0
138120,2008,26163,500.0,44342124.0,0,0,1,5,2,0.0
138120,2009,24103,1000.0,46352306.0,0,0,1,5,2,0.0
138120,2010,20105,1000.0,49037203.0,0,0,1,5,2,0.0
138122,2006,35065,500.0,64935882.0,0,1,0,5,1,0.0
138122,2007,37614,500.0,68390052.0,2,1,0,5,1,21870.94
138122,2008,38892,500.0,73379726.0,0,1,0,5,1,0.0
138122,2009,36163,500.0,76941869.0,1,1,0,5,1,1903.0
138122,2010,36116,500.0,73705614.0,0,1,0,5,3,0.0
138124,2006,177855,1000.0,362969062.0,7,1,0,5,4,55590.7
138124,2007,208373,1000.0,378861791.0,6,1,0,5,4,6069.92
138124,2008,203651,1000.0,399316353.0,7,1,0,5,4,11208.02
138124,2009,195896,1000.0,425862141.0,5,1,0,5,4,48381.76
138124,2010,189171,1000.0,411241356.0,6,1,0,5,4,59874.6
138126,2006,32052,25000.0,89030336.0,0,1,0,5,4,0.0
138126,2007,40076,25000.0,117869818.0,0,1,0,5,4,0.0
138126,2008,34711,25000.0,123968323.0,0,1,1,5,4,0.0
138126,2009,32969,25000.0,131877169.0,0,1,1,5,4,0.0
138126,2010,31831,25000.0,127324565.0,0,1,1,5,4,0.0
138128,2006,14812,1000.0,17426450.0,0,0,0,5,2,0.0
138128,2007,12628,1000.0,15401268.0,0,0,0,5,2,0.0
138128,2008,12980,1000.0,16223703.0,0,0,1,5,2,0.0
138128,2009,10495,2500.0,17204973.0,0,0,1,5,2,0.0
138128,2010,10158,2500.0,16653006.0,0,0,1,5,2,0.0
138131,2006,57220,500.0,116775259.0,2,1,0,5,4,510.0
138131,2007,42928,10000.0,122651154.0,1,1,0,5,4,7985.44
138131,2008,48078,10000.0,129938779.0,0,1,0,5,4,0.0
138131,2009,49882,10000.0,138560806.0,0,1,0,5,4,0.0
138131,2010,51851,10000.0,144030984.0,1,1,1,5,4,104275.35
138133,2006,4254,500.0,8681638.0,0,0,0,5,1,0.0
138133,2007,4118,500.0,9150920.0,0,0,0,5,1,0.0
138133,2008,6933,500.0,15407887.0,0,0,1,5,1,0.0
138133,2009,6632,500.0,16579027.0,0,0,1,5,1,0.0
138133,2010,6266,500.0,16066904.0,0,0,1,5,1,0.0
138134,2006,28312,500.0,56624136.0,0,1,0,5,2,0.0
138134,2007,26196,1000.0,59537968.0,0,1,0,5,2,0.0
138134,2008,32850,1000.0,64410348.0,1,1,1,5,3,12956.71
138134,2009,32084,1000.0,68263870.0,0,1,0,5,3,0.0
138134,2010,31529,1000.0,65686367.0,0,1,0,5,3,0.0
138136,2006,37078,5000.0,77244090.0,0,1,0,5,4,0.0
138136,2007,51566,5000.0,109714163.0,0,1,0,5,4,0.0
138136,2008,53158,5000.0,113102239.0,0,1,1,5,4,0.0
138136,2009,48027,5000.0,120067767.0,0,1,1,5,4,0.0
138136,2010,45205,5000.0,115911040.0,0,1,1,5,4,0.0
138137,2006,108715,1000.0,278754811.0,4,1,0,5,1,37660.98
138137,2007,114351,1000.0,293205240.0,0,1,0,5,1,0.0
138139,2006,32176,15000.0,119169911.0,0,1,0,5,4,0.0
138139,2007,33628,15000.0,124548006.0,4,1,0,5,4,5000.0
138139,2008,31629,15000.0,131783652.0,0,1,0,5,4,0.0
138139,2009,29424,15000.0,140110865.0,0,1,0,5,4,0.0
138139,2010,28186,15000.0,134220431.0,1,1,1,5,4,270806.72
138140,2006,5950,500.0,13221679.0,0,1,0,5,1,0.0
138140,2007,6245,500.0,13878650.0,4,1,0,5,1,18363.51
138140,2008,6625,500.0,14721460.0,0,1,0,5,1,0.0
138140,2009,6404,500.0,15621795.0,0,1,0,5,1,0.0
138140,2010,6199,500.0,15120426.0,0,1,1,5,1,0.0
138141,2006,2808,500.0,2420770.0,0,0,0,5,1,0.0
138141,2007,2646,500.0,2519821.0,1,0,0,5,1,24719.01
138141,2008,2696,500.0,2669944.0,1,0,0,5,1,3533.38
138141,2009,2176,500.0,2720478.0,0,0,0,5,3,0.0
138141,2010,2209,500.0,2629653.0,0,0,0,5,3,0.0
138142,2006,25103,1000.0,44039423.0,0,1,0,5,4,0.0
138142,2007,29126,1000.0,46232676.0,1,1,0,5,4,313862.09
138142,2008,31681,1000.0,48739430.0,0,1,0,5,4,0.0
138142,2009,28637,1000.0,52067302.0,0,1,0,5,4,0.0
138142,2010,27456,1000.0,50844171.0,0,1,1,5,4,0.0
138143,2006,84071,2500.0,168141416.0,5,1,0,5,3,29322.92
138143,2007,88279,2500.0,176558056.0,1,1,0,5,3,32501.24
138143,2008,93071,2500.0,186141964.0,1,1,0,5,3,22386.0
138143,2009,83503,2500.0,198815673.0,2,1,0,5,3,3182.0
138143,2010,82641,2500.0,192187611.0,1,1,0,5,2,16960.0
138144,2006,28517,500.0,34777373.0,2,1,0,5,4,70069.29
138144,2007,52373,500.0,73765204.0,3,1,0,5,4,746955.0
138144,2008,42034,500.0,77839791.0,2,1,0,5,4,9330.15
138144,2009,26225,2500.0,81953128.0,0,1,0,5,4,0.0
138144,2010,29301,2500.0,79194064.0,0,1,0,5,4,0.0
138145,2006,15707,500.0,33418995.0,3,1,0,5,1,6045.98
138145,2007,16260,500.0,35347208.0,0,1,0,5,1,0.0
138145,2008,17201,500.0,37394995.0,3,1,0,5,1,8878.44
138145,2009,13539,1000.0,39821065.0,1,1,0,5,4,1640.54
138145,2010,12849,1000.0,37788589.0,3,1,0,5,4,198205.67
138146,2006,12627,500.0,19728949.0,1,1,0,5,1,1066.0
138146,2007,13876,500.0,20708860.0,1,1,0,5,1,7522.63
138146,2008,14620,500.0,21819838.0,1,1,0,5,1,5144.33
138146,2009,16534,500.0,27104625.0,0,1,0,5,3,0.0
138146,2010,24293,500.0,39825787.0,0,1,0,5,3,0.0
138147,2006,18611,1000.0,27368794.0,0,1,0,5,4,0.0
138147,2007,19536,1000.0,28728441.0,0,1,0,5,4,0.0
138147,2008,16045,5000.0,30273905.0,0,1,1,5,4,0.0
138147,2009,14147,5000.0,32151588.0,0,1,1,5,4,0.0
138147,2010,14358,5000.0,31213196.0,0,1,1,5,4,0.0
138149,2006,79098,50000.0,439439769.0,0,1,0,5,4,0.0
138149,2007,88080,50000.0,463576873.0,0,1,0,5,4,0.0
138149,2008,83052,50000.0,488542026.0,0,1,1,5,4,0.0
138149,2009,72639,50000.0,518855249.0,0,1,1,5,4,0.0
138149,2010,69500,50000.0,496436675.0,0,1,1,5,4,0.0
138150,2006,5824,2500.0,14203814.0,0,1,0,5,1,0.0
138150,2007,6446,2500.0,14990486.0,0,1,0,5,1,0.0
138150,2008,6781,2500.0,15770094.0,0,1,1,5,1,0.0
138150,2009,6286,2500.0,16989325.0,0,1,1,5,1,0.0
138150,2010,5923,2500.0,16452280.0,0,1,1,5,1,0.0
138151,2006,27866,500.0,59290603.0,0,1,0,5,4,0.0
138151,2007,28014,500.0,62255171.0,2,1,0,5,4,33870.1
138151,2008,32247,500.0,71663187.0,3,1,0,5,4,6008.54
138151,2009,26667,1000.0,76187806.0,2,1,0,5,4,7981.59
138151,2010,26434,1000.0,73428250.0,3,1,0,5,4,3515.48
138152,2006,11191,1000.0,19984161.0,0,0,0,5,4,0.0
138152,2007,12009,1000.0,21066053.0,0,0,0,5,4,0.0
138152,2008,12169,1000.0,22125004.0,0,0,1,5,4,0.0
138152,2009,11189,1000.0,23806659.0,1,0,1,5,3,5372.0
138152,2010,10864,1000.0,23115290.0,0,0,0,5,3,0.0
138155,2006,18896,2500.0,36339497.0,0,1,0,5,2,0.0
138155,2007,16796,2500.0,39059254.0,0,1,0,5,2,0.0
138155,2008,18094,2500.0,41122081.0,0,1,1,5,2,0.0
138155,2009,18976,2500.0,43127075.0,3,1,1,5,2,12319.17
138155,2010,17526,2500.0,46121951.0,1,1,0,5,4,129639.4
138156,2006,102487,5000.0,341622377.0,10,1,0,5,4,61295.17
138156,2007,102411,5000.0,365752223.0,7,1,0,5,4,76062.88
138156,2008,119471,5000.0,385390208.0,4,1,0,5,4,34673.79
138156,2009,114678,5000.0,409565342.0,4,1,0,5,4,155509.83
138156,2010,106662,5000.0,395043745.0,14,1,0,5,4,476034.86
138157,2007,24692,1000.0,21660015.0,0,1,0,5,1,0.0
138158,2006,51435,5000.0,135355949.0,0,1,0,5,1,0.0
138158,2007,55419,5000.0,142098821.0,0,1,0,5,1,0.0
138158,2008,56953,5000.0,149875650.0,0,1,1,5,1,0.0
138158,2009,51139,5000.0,159809569.0,0,1,1,5,1,0.0
138158,2010,50946,5000.0,154380979.0,11,1,1,5,4,54151.46
138159,2006,15972,2500.0,25353150.0,1,0,0,5,4,900.0
138159,2007,16768,2500.0,26615604.0,0,0,0,5,4,0.0
138159,2008,17946,2500.0,28485536.0,0,0,0,5,4,0.0
138159,2009,16339,2500.0,30257941.0,0,0,1,5,4,0.0
138159,2010,15515,2500.0,29275363.0,0,0,1,5,4,0.0
138162,2006,7562,500.0,14267150.0,0,1,0,5,3,0.0
138162,2007,8237,500.0,14976117.0,1,1,0,5,3,8245.94
138162,2008,8681,500.0,15784748.0,2,1,0,5,4,929.92
138162,2009,7239,1000.0,16835275.0,0,1,0,5,4,0.0
138162,2010,7155,1000.0,16262264.0,0,1,0,5,4,0.0
138163,2006,31607,5000.0,65847402.0,0,1,0,5,4,0.0
138163,2007,31878,5000.0,69298607.0,0,1,0,5,4,0.0
138163,2008,34996,5000.0,72907850.0,0,1,1,5,4,0.0
138163,2009,32391,5000.0,77123206.0,1,1,1,5,4,4798.0
138163,2010,30985,5000.0,73773127.0,0,1,0,5,4,0.0
138164,2006,7926,1000.0,18873750.0,1,1,0,5,1,68062.18
138164,2007,7527,2500.0,19810259.0,0,1,0,5,1,0.0
138164,2008,7725,2500.0,20879698.0,0,1,0,5,1,0.0
138164,2009,7343,2500.0,22250686.0,0,1,1,5,2,0.0
138164,2010,7092,2500.0,21489671.0,0,1,1,5,2,0.0
138165,2006,41871,10000.0,113163151.0,0,1,0,5,4,0.0
138165,2007,41870,10000.0,113163151.0,1,1,0,5,4,31981.32
138165,2008,47161,10000.0,134745378.0,1,1,0,5,4,1087.5
138165,2009,41850,10000.0,144308641.0,0,1,0,5,4,0.0
138165,2010,43221,10000.0,139419843.0,0,1,0,5,4,0.0
138166,2006,13268,2500.0,26014722.0,0,1,0,5,2,0.0
138166,2007,14847,2500.0,29693582.0,0,1,0,5,2,0.0
138166,2008,34595,2500.0,66528352.0,0,1,1,5,2,0.0
138166,2009,43913,2500.0,70828650.0,0,1,1,5,2,0.0
138166,2010,42470,2500.0,68498693.0,0,1,1,5,2,0.0
138167,2006,15047,2500.0,23511269.0,0,0,0,5,4,0.0
138167,2007,15609,2500.0,24775128.0,0,0,0,5,4,0.0
138167,2008,16453,2500.0,26115324.0,0,0,1,5,4,0.0
138167,2009,15094,2500.0,27950644.0,1,0,1,5,4,6560.8
138167,2010,14613,2500.0,27059143.0,0,0,0,5,4,0.0
138169,2006,18877,5000.0,39326956.0,0,1,0,5,1,0.0
138169,2007,20229,5000.0,41282882.0,1,1,0,5,1,30369.98
138169,2008,21318,5000.0,43505980.0,0,1,0,5,1,0.0
138169,2009,19465,5000.0,46344918.0,1,1,0,5,1,82758.42
138169,2010,18813,5000.0,44791704.0,0,1,0,5,3,0.0
138170,2006,47209,500.0,60524510.0,3,1,0,5,4,7269.89
138170,2007,47919,500.0,63891627.0,0,1,0,5,4,0.0
138170,2008,50465,500.0,67286671.0,1,1,0,5,4,1344.95
138170,2009,48591,500.0,72524004.0,1,1,0,5,4,2719.96
138170,2010,46195,500.0,69992727.0,3,1,0,5,4,11925.3
138172,2006,14510,500.0,13561103.0,0,0,0,5,1,0.0
138172,2007,14003,500.0,14435402.0,0,0,0,5,1,0.0
138172,2008,14166,500.0,15231893.0,0,0,1,5,1,0.0
138172,2009,14156,500.0,15221393.0,0,0,1,5,1,0.0
138172,2010,13326,500.0,15678056.0,0,0,1,5,1,0.0
138173,2006,34569,1000.0,50098294.0,3,1,0,5,3,34023.93
138173,2007,36286,1000.0,52587933.0,3,1,0,5,3,32030.65
138173,2008,37147,1000.0,55443116.0,2,1,0,5,3,14458.44
138173,2009,40223,1000.0,71827345.0,0,1,0,5,4,0.0
138173,2010,38864,1000.0,69399473.0,0,1,0,5,4,0.0
138174,2006,12506,10000.0,16675608.0,0,0,0,5,1,0.0
138174,2007,11888,10000.0,17742616.0,0,0,0,5,1,0.0
138174,2008,12340,10000.0,18696422.0,0,0,1,5,1,0.0
138174,2009,13089,10000.0,19831290.0,0,0,1,5,1,0.0
138174,2010,10739,10000.0,19176353.0,0,0,1,5,2,0.0
138175,2006,6404,2500.0,12317151.0,1,0,0,5,4,3898.0
138175,2007,5508,2500.0,13114847.0,0,0,0,5,4,0.0
138175,2008,5942,2500.0,13818519.0,0,0,0,5,4,0.0
138175,2009,6324,2500.0,14705532.0,0,0,1,5,4,0.0
138175,2010,5406,2500.0,14225122.0,1,0,1,5,4,17973.5
138176,2006,5159,500.0,5668608.0,0,1,0,5,1,0.0
138176,2007,5257,500.0,5974534.0,0,1,0,5,1,0.0
138176,2008,5393,500.0,6271248.0,0,1,1,5,4,0.0
138176,2009,5258,500.0,6742496.0,0,1,1,5,4,0.0
138176,2010,5108,500.0,6549795.0,0,1,1,5,4,0.0
138177,2006,1971,500.0,4694315.0,0,1,0,5,1,0.0
138177,2007,2259,500.0,4909052.0,0,1,0,5,1,0.0
138177,2008,2387,500.0,5191092.0,0,1,1,5,1,0.0
138177,2009,3664,1000.0,5469751.0,0,1,1,5,1,0.0
138177,2010,3589,1000.0,5436654.0,0,1,1,5,1,0.0
138178,2006,2842,500.0,3023762.0,0,1,0,5,4,0.0
138178,2007,2777,500.0,3155599.0,0,1,0,5,4,0.0
138178,2008,2640,1000.0,3340489.0,0,1,1,5,4,0.0
138178,2009,2332,1000.0,3429863.0,0,1,1,5,4,0.0
138178,2010,2302,1000.0,3336385.0,0,1,1,5,4,0.0
138183,2006,27559,1000.0,47516215.0,0,1,0,5,4,0.0
138183,2007,24939,5000.0,49877212.0,1,1,0,5,4,8715.42
138183,2008,26314,5000.0,52628261.0,0,1,0,5,4,0.0
138183,2009,24652,5000.0,56028462.0,0,1,0,5,4,0.0
138183,2010,21158,10000.0,54250495.0,0,1,1,5,4,0.0
138186,2006,10791,2500.0,17128740.0,0,1,0,5,3,0.0
138186,2007,11147,2500.0,17979467.0,0,1,0,5,3,0.0
138186,2008,10422,2500.0,18948661.0,0,1,1,5,3,0.0
138186,2009,9693,2500.0,20194084.0,0,1,1,5,3,0.0
138186,2010,9367,2500.0,19515419.0,0,1,1,5,3,0.0
138187,2006,26770,500.0,28178598.0,0,1,0,5,1,0.0
138187,2007,29110,500.0,30967927.0,0,1,0,5,1,0.0
138188,2006,20648,1000.0,46927918.0,0,0,0,5,1,0.0
138188,2007,20697,1000.0,49278459.0,0,0,0,5,1,0.0
138188,2008,21296,1000.0,51942249.0,0,0,1,5,1,0.0
138188,2009,20615,1000.0,58902200.0,0,0,1,5,4,0.0
138188,2010,22141,1000.0,56772881.0,1,0,1,5,4,128664.2
138189,2006,31584,500.0,56401887.0,2,0,0,5,4,4216.56
138189,2007,30195,500.0,59205273.0,2,0,0,5,4,22331.0
138189,2008,33696,500.0,62401956.0,0,0,0,5,4,0.0
138189,2009,37272,500.0,66555450.0,0,0,0,5,4,0.0
138189,2010,38572,500.0,64286078.0,1,0,1,5,4,1600.0
138190,2006,19150,500.0,29922983.0,0,1,0,5,4,0.0
138190,2007,16340,2500.0,31422423.0,3,1,0,5,4,2648.0
138190,2008,17260,2500.0,33192416.0,0,1,0,5,4,0.0
138190,2009,16041,2500.0,35647203.0,1,1,0,5,4,6042.53
138190,2010,15357,2500.0,34126103.0,1,1,0,5,4,6043.83
138192,2006,6179,2500.0,12611359.0,0,0,0,5,1,0.0
138192,2007,7212,2500.0,14139601.0,0,0,0,5,3,0.0
138192,2008,7866,2500.0,14840296.0,0,0,1,5,3,0.0
138192,2009,6999,2500.0,15905992.0,0,0,1,5,3,0.0
138192,2010,7103,2500.0,15442521.0,1,0,1,5,3,5107.5
138193,2006,96446,10000.0,267904250.0,3,1,0,5,1,92917.66
138193,2007,91357,10000.0,285492439.0,1,1,0,5,1,435529.62
138193,2008,93270,10000.0,300869924.0,1,1,0,5,1,18063.37
138193,2009,96212,10000.0,320705533.0,0,1,0,5,1,0.0
138193,2010,99151,10000.0,309845782.0,1,1,0,5,4,1250.0
138295,2006,9995,500.0,9995000.0,0,0,0,5,1,0.0
138295,2007,13340,500.0,13896500.0,1,0,0,5,4,2705.89
138295,2008,14013,500.0,14446787.0,0,0,0,5,4,0.0
138295,2009,13665,500.0,15528435.0,0,0,0,5,4,0.0
138295,2010,13421,500.0,15079502.0,0,0,1,5,4,0.0
138298,2006,10004,1000.0,18189271.0,0,1,0,5,3,0.0
138298,2007,10886,1000.0,19097561.0,0,1,0,5,3,0.0
138298,2008,11074,1000.0,20134168.0,0,1,1,5,2,0.0
138298,2009,10065,1000.0,21414506.0,0,1,1,5,2,0.0
138298,2010,9422,1000.0,20484043.0,1,1,1,5,2,8365.8
138300,2006,16093,5000.0,53643449.0,0,1,0,5,4,0.0
138300,2007,15204,5000.0,56308544.0,1,1,0,5,4,53098.39
138300,2008,16025,5000.0,59351448.0,1,1,0,5,4,10578.0
138300,2009,15820,5000.0,63280560.0,0,1,0,5,4,0.0
138300,2010,14681,5000.0,61172589.0,1,1,0,5,4,12922217.84
138301,2006,14184,2500.0,33771361.0,0,1,0,5,4,0.0
138301,2007,14888,2500.0,35447664.0,3,1,0,5,4,22019.09
138301,2008,15682,2500.0,37339257.0,0,1,0,5,4,0.0
138301,2009,13917,2500.0,39764113.0,1,1,0,5,4,33933.96
138301,2010,14989,2500.0,38431851.0,2,1,0,5,4,168790.3
138302,2006,17683,1000.0,28519576.0,0,0,0,5,4,0.0
138302,2007,18326,1000.0,30042908.0,0,0,0,5,4,0.0
138302,2008,18577,1000.0,31484871.0,0,0,1,5,4,0.0
138302,2009,17217,1000.0,33759983.0,1,0,1,5,3,4195.0
138302,2010,17072,1000.0,32831072.0,2,0,0,5,3,78445.74
138303,2006,12686,1000.0,27580045.0,0,0,0,5,4,0.0
138303,2007,14248,1000.0,29076389.0,0,0,0,5,4,0.0
138303,2008,14342,1000.0,30513954.0,0,0,1,5,4,0.0
138303,2009,13113,1000.0,32779956.0,0,0,1,5,4,0.0
138303,2010,13066,1000.0,31869349.0,0,0,1,5,4,0.0
138305,2006,7199,500.0,10139228.0,0,1,0,5,4,0.0
138305,2007,7559,500.0,10647108.0,1,1,0,5,4,2452.0
138305,2008,8053,500.0,11341983.0,1,1,0,5,4,1214.4
138305,2009,7552,500.0,11799410.0,0,1,0,5,4,0.0
138305,2010,7519,500.0,11392030.0,0,1,0,5,4,0.0
138307,2006,26423,5000.0,85234695.0,0,1,0,5,4,0.0
138307,2007,26844,5000.0,89480601.0,0,1,0,5,4,0.0
138307,2008,28304,5000.0,94346772.0,0,1,1,5,4,0.0
138307,2009,25228,5000.0,100906713.0,0,1,1,5,4,0.0
138307,2010,24342,5000.0,97366958.0,0,1,1,5,4,0.0
138308,2006,10659,5000.0,21754193.0,0,1,0,5,1,0.0
138308,2007,11661,5000.0,22863104.0,1,1,0,5,1,5419.81
138308,2008,11569,5000.0,24102398.0,0,1,0,5,1,0.0
138309,2006,17176,1000.0,16053212.0,1,1,0,5,1,2159.43
138309,2007,15916,1000.0,17300482.0,2,1,0,5,1,41509.05
138309,2008,16237,1000.0,18243113.0,0,1,0,5,1,0.0
138309,2009,16471,1000.0,19152989.0,0,1,0,5,1,0.0
138309,2010,15072,1000.0,20645883.0,0,1,1,5,2,0.0
138310,2006,23966,10000.0,47931163.0,0,0,0,5,4,0.0
138310,2007,22758,10000.0,51723355.0,0,0,0,5,4,0.0
138310,2008,23437,10000.0,54504515.0,0,0,1,5,4,0.0
138310,2009,24079,10000.0,54723841.0,0,0,1,5,4,0.0
138310,2010,21088,10000.0,58580481.0,0,0,1,5,4,0.0
138311,2006,2024,2500.0,3264145.0,0,1,0,5,1,0.0
138311,2007,2099,2500.0,3440957.0,1,1,0,5,1,31051.11
138311,2008,2205,2500.0,3614138.0,0,1,0,5,1,0.0
138311,2009,2021,2500.0,3886120.0,0,1,0,5,1,0.0
138311,2010,1997,2500.0,3767743.0,1,1,1,5,1,4170.0
138312,2006,8830,500.0,15767330.0,1,1,0,5,1,26582.47
138312,2007,8772,1000.0,16551177.0,1,1,0,5,1,6173.99
138312,2008,8899,1000.0,17448168.0,0,1,0,5,1,0.0
138312,2009,8198,1000.0,18631278.0,0,1,0,5,4,0.0
138312,2010,7911,1000.0,17979408.0,1,1,1,5,4,2775.0
138313,2006,18383,10000.0,19149852.0,0,0,0,5,4,0.0
138313,2007,17506,10000.0,20840144.0,0,0,0,5,4,0.0
138313,2008,16046,10000.0,21980799.0,0,0,1,5,4,0.0
138313,2009,18011,10000.0,22798186.0,1,0,1,5,4,23104.97
138314,2006,10075,5000.0,27229140.0,0,0,0,5,4,0.0
138314,2007,10054,5000.0,28723177.0,0,0,0,5,4,0.0
138314,2008,10547,5000.0,30134359.0,0,0,1,5,4,0.0
138314,2009,9377,5000.0,32332701.0,1,0,1,5,4,30388.38
138314,2010,9756,5000.0,31471327.0,1,0,0,5,4,1279.58
138315,2006,9044,500.0,12057892.0,1,0,0,5,1,1028.46
138315,2007,9239,500.0,12656523.0,1,0,0,5,1,3052.0
138315,2008,9727,500.0,13324361.0,0,0,0,5,1,0.0
138315,2009,9366,500.0,14191152.0,0,0,0,5,1,0.0
138315,2010,9050,500.0,13711976.0,0,0,1,5,2,0.0
138316,2006,20109,25000.0,41039027.0,0,0,0,5,4,0.0
138316,2007,17662,25000.0,43079219.0,0,0,0,5,4,0.0
138316,2008,18638,25000.0,45459816.0,1,0,1,5,4,137378.59
138316,2009,17321,25000.0,48113793.0,0,0,0,5,4,0.0
138316,2010,16724,25000.0,46454290.0,1,0,0,5,4,269628.17
138317,2006,42224,500.0,41397092.0,2,1,0,5,3,5152.2
138317,2007,44033,500.0,45867738.0,1,1,0,5,3,5600.0
138317,2008,46358,500.0,47791864.0,0,1,0,5,3,0.0
138317,2009,44919,500.0,51043501.0,0,1,0,5,3,0.0
138317,2010,33158,2500.0,49489258.0,0,1,1,5,3,0.0
138318,2006,25690,500.0,35680121.0,0,0,0,5,4,0.0
138318,2007,23598,500.0,37457017.0,4,0,0,5,4,106419.93
138318,2008,26455,500.0,39484840.0,0,0,0,5,4,0.0
138318,2009,24009,500.0,42120566.0,4,0,0,5,4,71616.87
138318,2010,24392,500.0,40652609.0,3,0,0,5,4,74095.41
138319,2009,40609,1000.0,50134846.0,1,1,0,5,4,1818.0
138319,2010,40573,500.0,66511774.0,0,1,0,5,4,0.0
138320,2006,16959,5000.0,44628876.0,0,1,0,5,4,0.0
138320,2007,17333,5000.0,46846548.0,0,1,0,5,4,0.0
138320,2008,18964,5000.0,51256314.0,0,1,1,5,4,0.0
